Team,Season,nfelo,QB Adj,Value,WoW,YTD,Play,Pass,Rush,Play,Pass,Rush,Play,For,Against,Dif,Wins,Pythag,Elo,Film
CHI,2025,1524.3,14.937,0.588638,0.94168,1.94774,0.0438,0.0549,0.0625473,-0.0003,-0.0284,-0.00931272,0.0441,26.0714,24.1429,1.9286,10,7.6357,6.51943,9
LAC,2025,1516.57,-24.337,0.2796,0.261055,-0.370605,0.002,-0.0395,-0.016366,-0.0428,-0.1245,-0.0331766,0.0449,22.5,20.2857,2.2143,10,7.8551,8.82627,7
PIT,2025,1512.25,-4.786,0.106763,0.125303,0.04,0.0614,0.0364,-0.0044731,0.0366,0.0082,0.0178523,0.0248,24,23.2857,0.7143,8,7.2505,7.67751,6
KC,2025,1506.91,-79.325,-0.106763,-3.47105,-3.3002,0.1037,0.1317,0.0455523,0.0412,0.0137,-0.0355107,0.0625,23.4286,19.1429,4.2857,6,8.6445,9.2127,8
DAL,2025,1498.16,13.3812,-0.457036,-0.610376,0.584722,0.1424,0.1635,-0.0102715,0.1657,0.1981,0.0783659,-0.0233,29.0714,30,-0.9286,6,6.7393,6.53588,6
CIN,2025,1449.29,-3.7022,-2.4117,-1.04481,-4.03045,0.0037,-0.0821,-0.0209011,0.1626,0.2296,0.0846527,-0.1589,22.4286,31.2143,-8.7857,4,4.3903,6.54987,5
MIN,2025,1449.15,-12.1842,-2.41717,0.726411,-3.04552,-0.0945,-0.1885,-0.0480393,-0.0539,-0.0895,-0.024668,-0.0406,20.6429,21.9286,-1.2857,6,6.4997,7.5945,5
TB,2025,1447.07,-19.773,-2.5003,-0.503428,-2.77316,-0.0124,-0.058,0.00832925,0.0203,0.0552,-0.0775756,-0.0326,23.3571,25.2857,-1.9286,7,6.3438,8.14441,6
ATL,2025,1443.68,33.3402,-2.63621,0.578984,-1.58054,-0.0236,-0.0305,-0.0152079,0.0572,-0.0129,0.0294134,-0.0808,20.0714,24.3571,-4.2857,5,5.4222,6.33175,9
MIA,2025,1427.26,-32.817,-3.29271,-1.72457,-3.07148,0.0339,-0.0013,0.00374783,0.0607,0.094,0.0040756,-0.0268,21.1429,23.1429,-2,6,6.2531,7.10491,8
WAS,2025,1404.01,-32.8567,-4.22293,0.549082,-5.99132,0.0236,-0.0156,0.0182735,0.1418,0.2387,0.0260233,-0.1182,20.7857,26.7857,-6,4,4.9575,7.54629,4
CAR,2025,1403.91,13.3331,-4.22694,-0.195142,1.24773,-0.0051,-0.0395,-0.0142674,0.068,0.1256,0.0046171,-0.0731,18.8571,22.6429,-3.7857,7,5.5057,5.97221,4
NYG,2025,1392.98,-5.8829,-4.66427,-0.406719,-0.012949,0.0162,0.0017,0.0078564,0.1308,0.079,0.162565,-0.1146,21.4286,28.2857,-6.8571,2,4.7767,3.9263,3
ARI,2025,1386.67,-27.1833,-4.91637,-0.258608,-5.13241,-0.0352,0.0069,-0.0714587,0.0847,0.1028,-0.0188483,-0.12,21.5714,27.7143,-6.1429,3,4.9805,6.53195,3
NO,2025,1356.56,-2.2829,-6.12079,0.398013,-0.299253,-0.147,-0.1315,-0.118037,0.0011,0.0292,-0.0796512,-0.1481,16.1429,23.7143,-7.5714,4,4.0137,5.43197,4
CLE,2025,1344.69,-33.9766,-6.59564,-1.2466,-2.0964,-0.2252,-0.2991,-0.0819467,-0.0826,-0.0963,-0.117456,-0.1426,16.1429,23.7143,-7.5714,3,4.0137,4.97941,6
OAK,2025,1332.92,-12.0971,-7.06645,-0.857885,-4.64652,-0.1954,-0.1972,-0.255247,0.0483,0.1389,-0.0612359,-0.2437,14,25.9286,-11.9286,2,2.6373,4.69807,3
TEN,2025,1316.4,-6.9982,-7.7272,0.351416,-2.98357,-0.1547,-0.2471,-0.0578771,0.086,0.1838,-0.0235837,-0.2407,16.0714,28.1429,-12.0714,2,2.9333,3.64091,1
NYJ,2025,1267.52,-61.3273,-9.6825,-0.261333,-6.70031,-0.0335,-0.1498,-0.0615035,0.136,0.1895,0.0290313,-0.1695,19.7143,28.3571,-8.6429,3,4.1581,5.58012,3
